System_Time,Simulation_Time,Time_Difference,Successful_Wave_Launch,Keyboard_Input,X_cop,Y_cop,X_copFiltered,Y_copFiltered,Total_Force,L_Camera_x,L_Camera_y,L_Camera_z,R_Camera_x,R_Camera_y,R_Camera_z,Motion_PLatform_Surge,Motion_Platform_Sway,Motion_Platform_Heave,Motion_Platform_Roll,Motion_Platform_Pitch,Motion_Platform_Yaw,Surfboard_Position_x,Surfboard_Position_y,Surfboard_Position_z,Surfboard_Rotation_x,Surfboard_Rotation_y,Surfboard_Rotation_z,Surfboard_LocalFwdVelocity,Headset_Position_x,Headset_Position_y,Headset_Position_z,Headset_Rotation_x,Headset_Rotation_y,Headset_Rotation_z,Left_HandAnchor_Position_x,Left_HandAnchor_Position_y,Left_HandAnchor_Position_z,Left_HandAnchor_Rotation_x,Left_HandAnchor_Rotation_y,Left_HandAnchor_Rotation_z,Right_HandAnchor_Position_x,Right_HandAnchor_Position_y,Right_HandAnchor_Position_z,Right_HandAnchor_Rotation_x,Right_HandAnchor_Rotation_y,Right_HandAnchor_Rotation_z
12:07:10,38.60746,0.4252434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08462933,0,9.803997E-06,-4.995695E-06,2.49422E-07,-1.1955E-08,188.905,0.08376437,412.9731,-0.0002859652,253.8222,-1.261376E-05,0.006610123,188.6376,1.525764,413.0068,36.47651,303.7201,5.424107,188.4801,1.273724,412.7576,343.7758,248.1915,6.959018,188.3463,1.21051,412.9395,337.1508,245.2419,356.6211
12:07:10,38.621,0.4387894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08457264,0,9.793665E-06,-4.991036E-06,2.201516E-07,-1.074861E-08,188.9049,0.08376437,412.973,-0.0002856563,253.8222,-1.087595E-05,0.006599613,188.6366,1.525347,413.0081,36.55059,303.7131,5.36744,188.481,1.276474,412.7581,343.339,248.173,6.976059,188.3445,1.211903,412.938,336.8887,244.6029,356.5675
12:07:10,38.63465,0.4524384,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08457264,0,9.793665E-06,-4.991036E-06,2.201516E-07,-1.074861E-08,188.9049,0.08376437,412.973,-0.0002856563,253.8222,-1.087595E-05,0.006599613,188.6357,1.524752,413.0095,36.62036,303.6844,5.332439,188.4821,1.279043,412.7589,342.8729,248.2779,6.912026,188.3429,1.213026,412.9368,336.6523,244.1265,356.5307
12:07:10,38.64762,0.4654121,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08451521,0,9.761152E-06,-4.985644E-06,1.898215E-07,-9.47226E-09,188.9047,0.08376437,412.973,-0.0002852732,253.8222,-9.345224E-06,0.006589119,188.6346,1.524076,413.0108,36.73837,303.622,5.317727,188.4828,1.281641,412.7599,342.3494,248.4807,6.713489,188.3406,1.213971,412.9357,336.4702,243.7622,356.2853
12:07:11,38.66271,0.4804955,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08445705,0,9.721568E-06,-4.978958E-06,1.631052E-07,-8.164049E-09,188.9046,0.08376437,412.973,-0.0002848112,253.8222,-8.09725E-06,0.006578641,188.6336,1.523313,413.0122,36.89118,303.5102,5.28362,188.4833,1.284053,412.761,341.9566,248.7054,6.419209,188.3383,1.214603,412.9348,336.2973,243.4235,355.9854
12:07:11,38.67619,0.4939766,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08445705,0,9.721568E-06,-4.978958E-06,1.631052E-07,-8.164049E-09,188.9046,0.08376437,412.973,-0.0002848112,253.8222,-8.09725E-06,0.006578641,188.6327,1.522465,413.0138,37.09902,303.416,5.240021,188.4835,1.286218,412.7623,341.8045,248.8632,6.132705,188.3357,1.21465,412.9342,336.2289,243.1301,355.3999
12:07:11,38.68932,0.507103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08439833,0,9.682433E-06,-4.970895E-06,1.413243E-07,-7.01843E-09,188.9045,0.08376437,412.9729,-0.0002842934,253.8222,-7.403845E-06,0.00656818,188.6317,1.521617,413.0154,37.32174,303.3424,5.205801,188.4836,1.288289,412.7635,341.8456,248.9478,5.793607,188.3329,1.214327,412.9336,336.2538,242.7833,354.8892
12:07:11,38.70455,0.5223351,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08433891,0,9.658631E-06,-4.961858E-06,1.292219E-07,-6.070325E-09,188.9044,0.08376438,412.9729,-0.0002837167,253.8222,-7.108289E-06,0.006557737,188.6306,1.520721,413.017,37.58175,303.2579,5.21182,188.4837,1.29042,412.7649,341.7511,249.0275,5.429802,188.3295,1.213179,412.9333,336.4442,242.4553,354.1782
12:07:11,38.71818,0.535965,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08433891,0,9.658631E-06,-4.961858E-06,1.292219E-07,-6.070325E-09,188.9044,0.08376438,412.9729,-0.0002837167,253.8222,-7.108289E-06,0.006557737,188.6297,1.519639,413.0188,37.82456,303.1582,5.181864,188.484,1.292596,412.7666,341.2675,249.1233,5.14238,188.3256,1.211012,412.9334,336.7909,242.3442,353.4314
12:07:11,38.73123,0.5490189,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08427883,0,9.679785E-06,-4.951792E-06,1.240634E-07,-5.525094E-09,188.9043,0.08376439,412.9729,-0.0002830904,253.8222,-7.034137E-06,0.006547309,188.6285,1.518618,413.0206,38.07818,303.0687,5.110168,188.4841,1.294687,412.7687,340.57,249.3695,4.893537,188.3217,1.208742,412.9337,336.9763,242.3369,352.7601
12:07:11,38.74631,0.5640945,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08421817,0,9.715675E-06,-4.940861E-06,1.227691E-07,-5.271681E-09,188.9041,0.0837644,412.9728,-0.0002824377,253.8222,-7.628284E-06,0.006536897,188.6273,1.517491,413.0225,38.32803,303.0089,5.061255,188.4841,1.296551,412.7708,340.1987,249.7029,4.675294,188.3173,1.205502,412.9346,337.2127,242.5908,351.8281
12:07:11,38.75998,0.5777702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08421817,0,9.715675E-06,-4.940861E-06,1.227691E-07,-5.271681E-09,188.9041,0.0837644,412.9728,-0.0002824377,253.8222,-7.628284E-06,0.006536897,188.6262,1.51634,413.0245,38.5691,302.9662,4.968729,188.4838,1.297951,412.773,340.1745,250.1621,4.633873,188.3127,1.201468,412.9357,337.6417,242.9781,351.1265
12:07:11,38.77279,0.5905762,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08415685,0,9.766156E-06,-4.929469E-06,1.33139E-07,-5.1488E-09,188.904,0.0837644,412.9728,-0.00028179,253.8222,-8.643338E-06,0.006526502,188.625,1.515222,413.0266,38.78371,302.9021,4.858648,188.4831,1.298913,412.7752,340.3021,250.5914,4.639779,188.3081,1.196578,412.937,338.1477,243.2495,350.866
12:07:11,38.78754,0.6053238,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08409489,0,9.816195E-06,-4.918164E-06,1.508552E-07,-5.493084E-09,188.9039,0.08376441,412.9728,-0.0002811599,253.8222,-1.002628E-05,0.006516123,188.6237,1.514118,413.0287,38.99719,302.8533,4.696043,188.4821,1.299426,412.7777,340.3928,250.9952,4.583107,188.3036,1.19085,412.9385,338.9862,243.2131,350.6627
12:07:11,38.8016,0.6193886,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08403236,0,9.850907E-06,-4.907168E-06,1.74992E-07,-6.120557E-09,188.9038,0.08376442,412.9727,-0.0002805832,253.8222,-1.155765E-05,0.006505761,188.6225,1.513028,413.0309,39.23262,302.8484,4.593293,188.4809,1.299656,412.7802,340.4305,251.3254,4.247694,188.2992,1.184718,412.9401,340.1464,242.9553,350.2321
12:07:11,38.81561,0.6334,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08403236,0,9.850907E-06,-4.907168E-06,1.74992E-07,-6.120557E-09,188.9038,0.08376442,412.9727,-0.0002805832,253.8222,-1.155765E-05,0.006505761,188.6212,1.511905,413.0333,39.45765,302.9441,4.561658,188.4794,1.29903,412.7835,340.4819,251.7326,3.484036,188.2947,1.176561,412.9426,341.598,242.6921,349.9872
12:07:11,38.82864,0.646431,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08396915,0,9.848115E-06,-4.897102E-06,2.017194E-07,-7.003148E-09,188.9036,0.08376442,412.9727,-0.0002800499,253.8222,-1.307572E-05,0.006495417,188.62,1.510504,413.0356,39.67086,303.0574,4.558659,188.4779,1.298216,412.7868,340.4763,252.2816,2.779228,188.2904,1.167494,412.9457,342.4712,243.4277,350.9848
